@Begin
@Name of CHI:          Yiu Chun-li
%mor:   ex.
*SIS:   &la4, ©O ­Ó ©O ´N «Y °Êª«¶é &la3.
%mor:   ex det cl sfp advf vf nnloc sfp.
*INV:   «Y &la3, ¦n &la3 §A µe §¹ &la3, &li4&li2 Á¿ &la3 ¤µ ¦¸.
%mor:   vf sfp adj sfp nnpr vt vi sfp nnpp vt sfp det cl.
*INV:   ¦³ ø ÉAÏ Ï &a3 ?
%mor:   vf cl wh nn sfp.
*CHI:   ¦³ ø ¥Õ¨ß &la3.
%mor:   vf cl nn sfp.
*INV:   ¥ò ¦³ ©O ?
%mor:   advf vf sfp.
*CHI:   ¥ò ¦³ ©O ­Ó ´T &la1, °¨õa.
%mor:   advf vf det cl cl sfp nn.
*INV:   &m3.
%mor:   ex.
*SIS:   ©O ­Ó «Y «§ &a3 ?
%mor:   det cl vf wh sfp.
*CHI:   «Y  -: °¨õa ï.
%mor:   vf nn sfp.
*SIS:   ¿ù, «Y ³¶¥J.
%mor:   adj vf nn.
*INV:   &la4, ²Ä ¤@ ´T ¹Ïµe ±o ¤@ °¦ ¨ß¥J &dzu3 &wo3 <¸ò¦í ¤@ °¦ °¨õa>[>].
%mor:   ex det q cl nn vt q cl nn sfp sfp advs q cl nn.
*SIS:   <³Ş, ³Ş, ³Ş> [>].
%mor:   ex ex ex.
*CHI:   <§Ú ­n ¼g &a3> [<].
%mor:   nnpr vt vt sfp.
*SIS:   ³Ş, §Ú ­n µe ø ¤H ö «× ¥ı, õ ø ¤H ö «× Ú» °Êª«.
%mor:   ex nnpr vt vt cl nn prep cl advf det cl nn vf cl vt nn.
*SIS:   ²Ä ¤@ ­Ó °ÑÁÉªÌ ©O ´N «Y # "Kitty" ©j©j &la3.
%mor:   det q cl nn sfp advf vf nnpp nn sfp.
*INV:   ¦n &a3, ¦ü ­ø ¦ü §Ú &ga3 µe ±o ?
%mor:   adj sfp vt neg vt nnpr sfp vt ctc.
*SIS:   &e3 ³£ ­ø «Y ´X ¦ü &a3 ¨ä¹ê.
%mor:   ex advf neg vf advi adj sfp advs.
%exp:   The child's sister draws.
*SIS:   ¨« &la3.
%mor:   vi sfp.
*INV:   ¨« &la4 ?
%mor:   vi sfp.
*SIS:   «Y &a3.
%mor:   vf sfp.
*CHI:   ­ø «Y ²Ï Ä| «§ ?
%mor:   neg vf vt nn sfp.
*SIS:   ¤@ ¶¡ ¥ı &la1.
%mor:   q cl advf sfp.
*CHI:   µe §A ±ø ¸È &a3.
%mor:   vt nnpr cl nn sfp.
*INV:   «Y &lo1, µe §Ú µÛ ¸È &wo4.
%mor:   vf sfp vt nnpr vt nn sfp.
*SIS:   «Y &ja3, §Ú ³Ì Áé·N µe ø ¤H µÛ ¸È &ga3 &la3.
%mor:   vf sfp nnpr advi vt vt cl nn vt nn sfp sfp.
*CHI:   §A ­ø «Y µÛ ¸È &a3, §A µÛ ÓÑ &ga3.
%mor:   nnpr neg vf vt nn sfp nnpr vt nn sfp.
*INV:   «Y &la1, §Ú µÛ µu ÓÑ &a1 &ma3.
%mor:   vf sfp nnpr vt adj nn sfp sfp.
*CHI:   Ê\ µÛ +/.
%mor:   nnpr vt.
*SIS:   ²Ï ¦í ±ø Ä| &a3, ²Ï ¦í ¨â ±ø Ä|.
%mor:   vt asp cl nn sfp vt asp q cl nn.
*INV:   &m3.
%mor:   ex.
*INV:   §Ú<²Ï ¦í> ¨â ±ø Ä| «§ [>] ?
%mor:   nnpr vt asp q cl nn sfp.
*SIS:   <²Ä ¤G> [<] +/.
%mor:   det q.
*SIS:   «Y &a3, §Ú ­ø °O ±o +...
%mor:   vf sfp nnpr neg vt ctc.
*SIS:   &i1 &a1, ­Ó ÀY &a3.
%mor:   ex ex cl nn sfp.
*SIS:   &la4, ²Ä ¤G ­Ó °ÑÁÉ +/.
%mor:   ex det q cl nn.
*INV:   µe &li4&li2 &la1 ²Ä ¤G ­Ó ¦n ÉN ?
%mor:   vt nnpp sfp det q cl adj neg.
*SIS:   ¦n &a1, ¦n &a1, ¦n &a1.
%mor:   adj sfp adj sfp adj sfp.
*SIS:   ²Ä ¤T ­Ó °Ñ +...
%mor:   det q cl nn.
*SIS:   ³Ş, ª¨ª¨ ¸Ü ©O, §Ú ²Ä ¤G &dzung1, ©Ò¥H §Ú ´N µe ¦Û¤v ¥ı ï.
%mor:   ex nn vt sfp nnpr det q  xx advs nnpr advf vt rfl advf sfp.
*INV:   ¦n &la1.
%mor:   adj sfp.
*INV:   &ei3, «} ¦í ¥ı, ²ï²ï §A °_ ¨­ ¥ı.
%mor:   ex neg asp advf nnpp nnpr vi nn advf.
*SIS:   «§ &a3 ?
%mor:   wh sfp.
*INV:   Ú» §A ¥ó ­m, ÂI¸Ñ «e«K ¦³ ­Ó ÁK &ge2 ?
%mor:   vt nnpr cl nn wh nnloc vf cl nn sfp.
*SIS:   úï ?
%mor:   ex.
*INV:   §A ¥ó ­m °µ ÉA «e«K ¦³ ­Ó ÁK &ga3 ?
%mor:   nnpr cl nn vt wh nnloc vf cl nn sfp.
*SIS:   &a3 «Y, ©O ø µÎªA ø ï.
%mor:   ex vf det cl adj com sfp.
*INV:   &m3.
%mor:   ex.
*CHI:   §Ú ÉN ÁK &ga3.
%mor:   nnpr neg nn sfp.
*INV:   §Ú ©O, §Ú ¦³ ÉN ÁK &a3 ?
%mor:   nnpr sfp nnpr vf neg nn sfp.
*CHI:   §Ú ³£ «Y ÉN ÁK &ga3.
%mor:   nnpr advf vf neg nn sfp.
*INV:   §Ú ³£ ÉN ÁK.
%mor:   nnpr advf neg nn.
*CHI:   <§Ú ³£ ÉN ÁK> [>].
%mor:   nnpr advf neg nn.
*SIS:   <©O ø ©O>, µÎªA ø &ga3 [<].
%mor:   det cl sfp adj com sfp.
*CHI:   <§Ú µÛ> [>] +/.
%mor:   nnpr vt.
*SIS:   <§Ú ³Ì> [<] Áé·N ö «Î¥ø &ga3 &la3.
%mor:   nnpr advi vt prep nnloc sfp sfp.
*SIS:   ¦]¬° ©O &e6, ¦æ ¸ô ¥h ¤½¶é ©O, &e6 ¦³ # °¦ ¸} ¤S ³n &wo3.
%mor:   advs sfp ex vi nn dir nnloc sfp ex vf cl nn advf adj sfp.
*SIS:   Ëİ &le1 ­Ó +...
%mor:   advs sfp cl.
*SIS:   §Ú ³Ì Áé·N ö «Î¥ø &ga3 &la3.
%mor:   nnpr advi vt prep nnloc sfp sfp.
*SIS:   ´²¨B ©O, °¦ ¸} ¤S +/.
%mor:   vi sfp cl nn advf.
%exp:   Recording stops for a while.
*CHI:   xxx ³£ ­n ©ê &a3.
%mor:   advf vt vt sfp.
*INV:   §A ³£ ­n ©ê &a4 ?
%mor:   nnpr advf vt vt sfp.
*INV:   Ãä ­Ó ©ê §A &ga3 ?
%mor:   wh cl vt nnpr sfp.
*CHI:   &aak3, §Ú ª¨ª¨ &lo1.
%mor:   ex nnpr nn sfp.
*CHI:   0 [=! giggles].
*INV:   §A ¦Û¤v ­ø ¦æ ¸ô &ga4 ?
%mor:   nnpr rfl neg vi nn sfp.
*CHI:   ­ø ¦æ ¸ô &a3, ¦]¬° ¦n<¨¯­W &a1 &ma3> [>].
%mor:   neg vi nn sfp advs advi adj sfp sfp.
*SIS:   <¦n &la1, ¦n &la1, µe ¬z§Q> &la1 [<].
%mor:   adj sfp adj sfp vt nnpp sfp.
*SIS:   µÛ ÓÑ ï.
%mor:   vt nn sfp.
*INV:   ¦n ¨¯­W ï «§ ¦æ ¸ô ?
%mor:   advi adj sfp sfp vi nn.
*CHI:   «Y &ja3.
%mor:   vf sfp.
*SIS:   §Ú µe §A µÛ ÓÑ.
%mor:   nnpr vt nnpr vt nn.
*SIS:   <¤Ö¤Ö> [>] +/.
%mor:   adj.
*INV:   <©j©j> ÀY¥ı ³£ ¦æ ¤W ‘Á &gu3 &wo3 [<].
%mor:   nn advs advf vi dir dir sfp sfp.
*CHI:   ³£ «Y ¦n ¨¯­W &la1.
%mor:   advf vf advi adj sfp.
*INV:   ©O ­Ó ¬z§Q ‘Á &ga4 ?
%mor:   det cl nnpp sfp sfp.
*SIS:   «Y &ja3.
%mor:   vf sfp.
*INV:   «Y «} §A ‘Á &ga3 ?
%mor:   vf neg nnpr sfp sfp.
*CHI:   «Y &a3.
%mor:   vf sfp.
*INV:   «Y &ja4 ?
%mor:   vf sfp.
*INV:   Ãä«× ¦ü §A &a3 ?
%mor:   wh vt nnpr sfp.
*SIS:   ¨« &lu3, ¨« &la3.
%mor:   vi sfp vi sfp.
*CHI:   0 [=! giggles].
*CHI:   µe ­ô­ô &a1 ­ø¸Ó.
%mor:   vt nn sfp ex.
*SIS:   §Ú ³£ ¨« &la3.
%mor:   nnpr advf vi sfp.
*CHI:   0 [=! giggles].
*SIS:   ³£ ­ø ¦n Ú» &ge2 ø Ï.
%mor:   advf neg adj vt sfp cl nn.
*CHI:   «Y &lo1.
%mor:   vf sfp.
*SIS:   &i3:.
%mor:   ex.
*CHI:   <&a3, &a3> [=! breathes heavily].
%mor:   ex ex.
*INV:   °µ «§ &a3 ?
%mor:   vt wh sfp.
*INV:   ¦n ¼ö &a4 ?
%mor:   advi adj sfp.
*CHI:   0.
*INV:   ¦³ ÉN ¥h µó ª± &a3 ?
%mor:   vf neg dir nnloc vt sfp.
*CHI:   ÉN &a3.
%mor:   neg sfp.
*INV:   ÉN &a4 ?
%mor:   neg sfp.
*SIS:   ¶ı«} ­ø ±o¶¢ &a1 &ma3.
%mor:   nn neg adj sfp sfp.
*SIS:   «u, ¦ÃÁV ®Í ²K.
%mor:   ex adj prt prt.
*SIS:   ¶ı«} ¹ê ¾x ¦º &la3.
%mor:   nn advs vt verg sfp.
*SIS:   ±o &la3, ²Ï ¨â ±ø Ä|¥J.
%mor:   ctc sfp vt q cl nn.
*INV:   &li4&li1 &a3, &la4, ¦³ ­Ó ÀY, ¦³ ø ÀY¾v, ¦³ ­Ó ¨­, ¦³ °¦ ¸}.
%mor:   nnpp sfp ex vf cl nn vf cl nn vf cl nn vf cl nn.
*INV:   &dzaang1 ÷ ø ÉAÏ &a3 ?
%mor:   vt asp cl wh sfp.
*CHI:   <§Ú> [/] §Ú ­n ¼g &a3.
%mor:   nnpr nnpr vt vt sfp.
*SIS:   «u–ï, «Y &a3, &dzaang1 ¥ó ­m.
%mor:   ex vf sfp vt cl nn.
*INV:   &dzaang1 ÷ ø ¤â «Y «} &a3 ?
%mor:   vt asp cl nn vf neg sfp.
*INV:   ­ø «Y &dzaang1 ÷ ¥ó ­m.
%mor:   neg vf vt asp cl nn.
*INV:   §A ¦³ ÉN ¤â &ga2 ?
%mor:   nnpr vf neg nn sfp.
*SIS:   ¦³ &a3.
%mor:   vf sfp.
*INV:   &li4&li2 ¦³ ÉN &ga3 ?
%mor:   nnpp vf neg sfp.
*CHI:   ¦³ &a3.
%mor:   vf sfp.
*INV:   ¦³ ´X ¦h °¦ &a1 ?
%mor:   vf wh adj cl sfp.
*SIS:   ¤@, ¤G, ¤T, ¥|, ¤­, •Ú•Ú ¦n.
%mor:   q q q q q advi adj.
*SIS:   &em6:, "Kitty" ©j©j ±a §Ú’] ¥h µóµó.
%mor:   ex nnpp nn vt nnpr dir nnloc.
*INV:   &m3.
%mor:   ex.
*SIS:   «u–ï, «u–ï, µe ¿Ë °¦ ¤â.
%mor:   ex ex vt prt cl nn.
*INV:   «u–ï, ¬~ ¤â &la1 ¤@ °} ¶¡, µe §¹ ¬~ ¤â.
%mor:   ex vt nn sfp q cl nn vt vi vt nn.
*SIS:   ¤@, ¤G, ¤T, ¥|, ¤­ +/.
%mor:   q q q q q.
*CHI:   <§Ú> [/] §Ú µ^¤é<©O «× ¶^ ¿Ë &a3> [>].
%mor:   nnpr nnpr advs det cl verg prt sfp.
*SIS:   <§Ú ·Q, §Ú, §Ú> [<] [//] <§Ú ·Q µe ®I ²Ä> ¤» °¦ ¤â«ü &a3 [>].
%mor:   nnpr vt nnpr nnpr nnpr vt vt prt det q cl nn sfp.
*INV:   <§A ©O «× ¶^ ¿Ë &a4> [<] ?
%mor:   nnpr det cl verg prt sfp.
*INV:   §A ©O «× ¶^ ¿Ë &a4 ?
%mor:   nnpr det cl verg prt sfp.
*CHI:   «Y &a3.
%mor:   vf sfp.
*INV:   ´X ®É ¶^ ¿Ë &ga3 ?
%mor:   wh nn verg prt sfp.
*CHI:   §Ú ö +/.
%mor:   nnpr vf.
*SIS:   §A Ú» úï Ê\ °¦ ¸}.
%mor:   nnpr vt prt nnpr cl nn.
*SIS:   °¦ ¸} ³£ ¦³ &a3.
%mor:   cl nn advf vf sfp.
*INV:   ´X ®É ¶^ ¿Ë &a3 ?
%mor:   wh nn verg prt sfp.
*CHI:   <§Ú> [/] §Ú ©O &e3 +/.
%mor:   nnpr nnpr sfp ex.
*SIS:   «u–ï, ­ø °O ±o ÷ µe Ê\ &a3 # °¦ ¤â.
%mor:   ex neg vt ctc asp vt nnpr sfp cl nn.
*INV:   ÂI &a3 ?
%mor:   wh sfp.
*CHI:   §Ú µ^¤é §Ú, §Ú, §Ú ¶^ ¿Ë ¦a¤U §Ú µ^¤é ¥h, ¥h µóµó &a3.
%mor:   nnpr advs nnpr nnpr nnpr verg prt nnloc nnpr advs dir dir nnloc sfp.
*SIS:   «u.
%mor:   ex.
*INV:   §A µ^¤é ¥h µó &a3 ?
%mor:   nnpr advs dir nnloc sfp.
*SIS:   «u–ï.
%mor:   ex.
*CHI:   «Y &a3.
%mor:   vf sfp.
*INV:   ¥h Ãä«× &a3 ?
%mor:   dir wh sfp.
*SIS:   &dzaang1 ÷ ¤@ °¦ ¤â«ü ²K.
%mor:   vt asp q cl nn prt.
*CHI:   <¥h> [/] ¥h µóµó &e3 ¶^ ¿Ë &lo1.
%mor:   dir dir nnloc ex verg prt sfp.
*INV:   ¥h Ãä«× µóµó &a3 µ^¤é ?
%mor:   dir wh nnloc sfp advs.
*INV:   <¤½¶é &a4> [>] ?
%mor:   nnloc sfp.
*CHI:   <ö õ «×> &a3 [<].
%mor:   vf det cl sfp.
*INV:   õ «× §Y«Y Ãä«× &a3 ?
%mor:   det cl vf wh sfp.
*INV:   ¤½¶é &a4 ?
%mor:   nnloc sfp.
*SIS:   ¤½¶é &a3.
%mor:   nnloc sfp.
*CHI:   «Y &a3.
%mor:   vf sfp.
*CHI:   §Ú µ^¤é ©O «× ¥h +/.
%mor:   nnpr advs det cl dir.
*SIS:   ºû¦h§Q¨È ¤½¶é.
%mor:   nnpp nnloc.
*CHI:   ©O «× &e6 ¦n µf &la3.
%mor:   det cl ex adj prt sfp.
*INV:   Ëİ §Ö ¦n µf &ge2 ?
%mor:   advi adj adj prt sfp.
*CHI:   «Y &a3.
%mor:   vf sfp.
*INV:   Ëİ µh ­ø µh &a3 ¶^ ¿Ë ?
%mor:   advs adj neg adj sfp verg prt.
*SIS:   <¦n µh &a3> [>].
%mor:   advi adj sfp.
*CHI:   <xxx> &e3 ­ø µh &la1 [<].
%mor:   ex neg adj sfp.
*INV:   Ëİ §A ¦³ ÉN ³Û &a1 ¶^ ¿Ë ?
%mor:   advs nnpr vf neg vi sfp verg prt.
*SIS:   ­ø ¦n +...
%mor:   neg adj.
*CHI:   ÉN &a3.
%mor:   neg sfp.
*SIS:   ­ø ¦n å ®Í ø ¾¥¼ß &a3, ­ø «Y ¤@ ¶¡ ¤S ÉN ®Í ¾¥¼ß, &e6 µe +/.
%mor:   neg adj vt prt cl nn sfp neg vf q cl advf neg prt nn ex vt.
*INV:   &e3, ¨ì &li4&li2 µe &la3, ¦n ÉN &a3 ?
%mor:   ex vt nnpp vt sfp adj neg sfp.
*CHI:   ¨ì §Ú µe &la3.
%mor:   vt nnpr vt sfp.
*SIS:   Ú» Ãä«× ¦³ ¦ì ¥ı, ©O «×, ©O ±i.
%mor:   vt wh vf nn advf det cl det cl.
*INV:   ©O ±i «á«K &la1, ©O ±i «á«K.
%mor:   det cl nnloc sfp det cl nnloc.
*INV:   &li4&li2 µe &la3, &li4&li2 µe ø «§Ï §Ú’] &a3 ?
%mor:   nnpp vt sfp nnpp vt cl wh nnpr sfp.
*SIS:   ­ø ¦n &dzin3 ¦í &a3, ¶ı«} ¸Ü # ­ø ¦n &dzin3 ¦í µe &a3.
%mor:   neg adj vt asp sfp nn vt neg adj vt asp vt sfp.
*SIS:   ¦n ¦ü ©j©j ©O «× Ëİ¼Ë ¤@ &daat3 &daat3.
%mor:   advi vt nn det cl advs q cl cl.
*CHI:   ­ø ¾p Ëİ¼Ë &gu3 &wo3.
%mor:   neg aux advs sfp sfp.
*INV:   §A ºP ®I Ê\ «} ­ø ·| ¦ÃÁV &lo1.
%mor:   nnpr vt prt nnpr neg neg aux adj sfp.
*INV:   &la4, Ëİ¼Ë µe.
%mor:   ex advs vt.
*CHI:   «u–ï.
%mor:   ex.
*INV:   µe ø «§Ï &a3 ?
%mor:   vt cl wh sfp.
*INV:   §A ¸Ü ­Ú §Ú’] Å¥ ¥ı ±o &gaak3.
%mor:   nnpr vt prep nnpr vt advf ctc sfp.
*CHI:   µe ©O ø &ga3.
%mor:   vt det cl sfp.
*INV:   ©O ø «§ ‘Á &ga3 ?
%mor:   det cl wh sfp sfp.
*CHI:   <«Y> [/] # «Y -: &wou1&wou1.
%mor:   vf vf nn.
*SIS:   Ê\ ³£ ­ø ÃÑ µe Ï.
%mor:   nnpr advf neg vt vt nn.
*INV:   &wou1&wou1 &a4 ?
%mor:   nn sfp.
*CHI:   ­ø «Y &a3, ­»¿¼ ‘Á &ga3.
%mor:   neg vf sfp nn sfp sfp.
*INV:   «Y &wo3, ­»¿¼ &wo3, ¦³ ´X ¦h ±ø ­»¿¼ &a3 ?
%mor:   vf sfp nn sfp vf wh adj cl nn sfp.
*SIS:   &wa3, Ê\ ¤S ÃÑ µe &ge2 ?
%mor:   ex nnpr advf vt vt sfp.
*INV:   ¦³ ´X ±ø ­»¿¼ &a3 ?
%mor:   vf wh cl nn sfp.
*SIS:   ¤@ ±ø.
%mor:   q cl.
*SIS:   §Ö ø &la1, ½ü¬y ‘Á µe &ga3, §Ö ø &a1.
%mor:   adj com sfp vi dir vt sfp adj com sfp.
*CHI:   &la4.
%mor:   ex.
*INV:   §A ¦Û¤v ü« ªK µ§ ‘Á µe «} ±o &lo1.
%mor:   nnpr rfl vt cl nn dir vt neg ctc sfp.
*SIS:   «Y &bo3.
%mor:   vf sfp.
*CHI:   ªK µ§ ³£ ­ø «Y §A &ge2 õ ­Ó.
%mor:   cl nn advf neg vf nnpr sfp det cl.
*INV:   «Y &la1.
%mor:   vf sfp.
*INV:   <§A µe> [//] ¥ò ¦³ µe ÉAÏ &a3 ?
%mor:   nnpr vt advf vf vt wh sfp.
*CHI:   <¥ò ¦³> [/] ¥ò ¦³ µe ©O ø &ga3.
%mor:   advf vf advf vf vt det cl sfp.
*INV:   ©O ø «§ ‘Á ï ?
%mor:   det cl wh sfp sfp.
*CHI:   <«Y> [/] «Y ³· +/.
%mor:   vf vf nn.
*INV:   ÂûµÊ.
%mor:   nn.
*CHI:   &a3, «Y ³·¿| ‘Á ï.
%mor:   ex vf nn sfp sfp.
*INV:   ³·¿| &a4 ?
%mor:   nn sfp.
*SIS:   ³Ş, «u–ï, &dzaang1 ø ¶^ ²K.
%mor:   ex ex vt cl verg prt.
*SIS:   &a3 &la4, ¤@ ¤H ¤@ ±i &a1, &la4.
%mor:   ex ex q cl q cl sfp ex.
%exp:   The child's sister went to take some sheet.
*SIS:   ­ì¤lµ§.
%mor:   nn.
*INV:   Ëİ §A ©O ?
%mor:   advs nnpr sfp.
*SIS:   §Ú ­ø ¾p µ§ ï.
%mor:   nnpr neg aux nn sfp.
*SIS:   &a1, «Y &a3.
%mor:   ex vf sfp.
*SIS:   ü« ø ÃC¦â ­Ú §A’] ªo úï.
%mor:   vt cl nn prep nnpr vt prt.
*INV:   ³Ş, &li4&li2 &a4, §A Ú» úï ©j©j µe ÷ ø «§Ï ?
%mor:   ex nnpp sfp nnpr vt prt nn vt asp cl wh.
*INV:   «§ ‘Á &ga3 ?
%mor:   wh sfp sfp.
*CHI:   «Y -: ³·¿|.
%mor:   vf nn.
*INV:   ¦n &la3.
%mor:   adj sfp.
*CHI:   §A µe §Ú +/.
%mor:   nnpr vt nnpr.
*SIS:   xxx ¥Î &a1.
%mor:   vt sfp.
*INV:   §A ¦³ ÉN ³·¿| &a3 ©O «× ?
%mor:   nnpr vf neg nn sfp det cl.
*SIS:   &la4, §Ú # ¨C ¤H ¬£ -: # ´X ªK ¥ı &la1.
%mor:   ex nnpr q cl vt q cl advf sfp.
%exp:   The child's sister took a box of colour pencils and gave some to the investigator and some to the child.
*SIS:   ¤T ªK ¥ı.
%mor:   q cl advf.
*SIS:   §A ¤T ªK.
%mor:   nnpr q cl.
*CHI:   &am1.
%mor:   ex.
*SIS:   ¦]¬° §A ¤T ·³.
%mor:   advs nnpr q cl.
*INV:   §Ú ³£ ¤T ªK &la1 Ëİ.
%mor:   nnpr advf q cl sfp advs.
*CHI:   ©O «× ¦n ¤j &ga3 &la3.
%mor:   det cl advi adj sfp sfp.
*INV:   ¦n ¤j, «§ ‘Á &ga3 ?
%mor:   advi adj wh sfp sfp.
*CHI:   ¦n +/.
%mor:   adj.
*INV:   ³£ ­ø ª¾ «§ ‘Á &ge2.
%mor:   advf neg vt wh sfp sfp.
*SIS:   «Y &la1.
%mor:   vf sfp.
*CHI:   «Y ÀY ‘Á &ga3.
%mor:   vf nn sfp sfp.
*INV:   ÀY - ?
%mor:   nn.
*CHI:   «Y &a3.
%mor:   vf sfp.
*SIS:   §A ­ø ¥Î õ ªK ## ­ì¤lµ§ §Ú ï.
%mor:   nnpr neg vt det cl nn nnpr sfp.
*SIS:   §Ú ­n µe Ï.
%mor:   nnpr vt vt nn.
*SIS:   §A µe ºò ø ÉAÏ &a3 ?
%mor:   nnpr vt asp cl wh sfp.
*INV:   µe §¹ §A’] «} ª¾ &lo1.
%mor:   vt vi nnpr neg vt sfp.
*CHI:   &a1.
%mor:   ex.
*SIS:   ¦n &a3.
%mor:   adj sfp.
*SIS:   §Ú µe úï ø Ï ¥ı.
%mor:   nnpr vt prt cl nn advf.
*SIS:   &m3, §A Ú» úï.
%mor:   ex nnpr vt prt.
*INV:   µe ÷ ø «§Ï ®A &li4&li2 ?
%mor:   vt asp cl wh sfp nnpp.
*SIS:   úï, ´Ê ¾ğ &wo3.
%mor:   prt cl nn sfp.
*SIS:   ¦n è° &a3 §A ´Ê ¾ğ.
%mor:   advi adj sfp nnpr cl nn.
*SIS:   &a1, §Ú µe ¤s.
%mor:   ex nnpr vt nn.
*SIS:   ­ø «Y, ­ø «Y, ­ø «Y.
%mor:   neg vf neg vf neg vf.
*SIS:   &a1, ¤s ¦n Ãø µe ï.
%mor:   ex nn advi adj vt sfp.
*SIS:   µe ­Ó ¤Ó¶§ ¥ı.
%mor:   vt cl nn advf.
*CHI:   °µ ÉA §A µe ©O ø &e6 ¾ğ &a3 ?
%mor:   vt wh nnpr vt det cl ex nn sfp.
*SIS:   ±o &la3.
%mor:   ctc sfp.
*INV:   ©O ­Ó -: ­ø «Y ¾ğ ‘Á ï, ­¹ ±o &ga3, ª¾ ­ø ª¾ «Y ÉAÏ &a3 ?
%mor:   det cl neg vf nn sfp sfp vt ctc sfp vt neg vt vf wh sfp.
*INV:   ¥ÍªG ‘Á &ga3.
%mor:   nn sfp sfp.
*CHI:   «Y -: +/.
%mor:   vf.
*SIS:   «§ ¥ÍªG &a3 ?
%mor:   wh nn sfp.
*INV:   ¤@ ²É ²É ï, §A çÜ úï.
%mor:   q cl cl sfp nnpr vt prt.
*SIS:   &e6 <¯ïªK> [>].
%mor:   ex nn.
*INV:   <¤@ ©â> [<] +/.
%mor:   q cl.
*INV:   ¤@ ©â Ëİ¼Ë &gu3 &wo3, &la4.
%mor:   q cl advs sfp sfp ex.
*SIS:   ´£¤l &a3.
%mor:   nn sfp.
*INV:   «Y &la1.
%mor:   vf sfp.
*CHI:   <§Ú ³£> [//] §Ú ­ø Áé·N ­¹ ´£¤l &a3.
%mor:   nnpr advf nnpr neg vt vt nn sfp.
*INV:   §A Áé·N <­¹ ÉAÏ &a3> [>].
%mor:   nnpr vt vt wh sfp.
*SIS:   <§Ú ³£ «Y> &a3 [<].
%mor:   nnpr advf vf sfp.
*SIS:   §Ú ²b «Y Áé·N ­¹ Às²´ &la1 +...
%mor:   nnpr advf vf vt vt nn sfp.
*CHI:   <§Ú ¦P®I Às> [>] +/.
%mor:   nnpr conj nn.
*SIS:   <¯ïªK &la1> [<] <¨~ªG &la1> [>], &e6: +/.
%mor:   nn sfp nn sfp ex.
*CHI:   <§Ú ¦P®I> [<] +/.
%mor:   nnpr conj.
*INV:   ¦n &la3, ¨ì &li4&li2 &la3.
%mor:   adj sfp vt nnpp sfp.
*INV:   §A Áé·N ­¹ ÉAÏ &a3 ?
%mor:   nnpr vt vt wh sfp.
*CHI:   §Ú ¦P®I &e6 <¯ïªK &la1> [>] +...
%mor:   nnpr conj ex nn sfp.
*SIS:   <³·¿| &la1> [<] +...
%mor:   nn sfp.
*CHI:   <§Ú ¦P®I> [>] +...
%mor:   nnpr conj.
*SIS:   <¦P®I> [<] +...
%mor:   conj.
*CHI:   ³·¿| +/.
%mor:   nn.
*SIS:   ¦P®I " Dryers¬ÓµP" ³·¿|.
%mor:   conj nnpp nn.
*CHI:   <§Ú ¦P®I, ¦P> [//] ¦P®I ³·¿| &la1.
%mor:   nnpr conj conj conj nn sfp.
*CHI:   ¦P®I -: &e6: ## ¯ïªK &la1, ¦P®I -: &e6: ## +...
%mor:   conj ex nn sfp conj ex.
*INV:   ¦P®I «§ &a3 ?
%mor:   conj wh sfp.
*CHI:   ¦P +/.
%mor:   prep.
*INV:   ¨T¤ô ©O.
%mor:   nn sfp.
*CHI:   ¦P®I ¨T¤ô.
%mor:   conj nn.
*SIS:   «Y &a3, «Y &a3, &a3.
%mor:   vf sfp vf sfp sfp.
*SIS:   §Ú ¦P®I ¨T¤ô, ¦P®I &e6 # <³·ºÑ> [>], ¦P®I -: +...
%mor:   nnpr conj nn conj ex nnpp conj.
*CHI:   <¥i¼Ö> [<].
%mor:   nnpp.
*SIS:   ÉN &la3, ÉN &la3, ÉN &la3.
%mor:   neg sfp neg sfp neg sfp.
*CHI:   ¦P +/.
%mor:   prep.
*SIS:   &e1, ¦P®I &e6 ÂA·c ¾í¥Ä.
%mor:   ex conj ex adj nn.
*SIS:   ­ø «Y, ­ø «Y, ¦P®I &e6 ¨~ªG ¥Ä &a3, ¹ï­ø¦í, Á¿ ¿ù ÷ ²K.
%mor:   neg vf neg vf conj ex nn nn sfp ex vt adj asp prt.
*INV:   &m4, ¨ì §A &la3.
%mor:   ex vt nnpr sfp.
*CHI:   ¦P®I -: &e6: # ¥i¼Ö &la1.
%mor:   conj ex nnpp sfp.
*INV:   ¥ò ¦³ ©O ?
%mor:   advf vf sfp.
*CHI:   ¦P®I -: +/.
%mor:   conj.
*INV:   Á¦±ø ©O ?
%mor:   nn sfp.
*CHI:   Á¦±ø &la1.
%mor:   nn sfp.
*SIS:   §Ú ¦P®I Á¦±ø &la1.
%mor:   nnpr conj nn sfp.
*CHI:   0 [=! giggles].
*CHI:   ¦P®I -: &e6: +/.
%mor:   conj ex.
*INV:   ³J¿| ©O ?
%mor:   nn sfp.
*CHI:   <³J¿| &la1> [>].
%mor:   nn sfp.
*SIS:   <¦P®I ³J¿|> ©O [<].
%mor:   conj nn sfp.
*CHI:   ¦P®I +/.
%mor:   conj.
@Situation:   Side B of the tape.
*CHI:   ¥ò ¦³ -: &e6: ## &e6: +/.
%mor:   advf vf ex ex.
*SIS:   ¦³ ø ¤ô «Y ºñ ¦â &ga3.
