@Begin
@Name of CHI:          Yiu Chun-li
*SIS:   ¤£¹L ©O, ¦³ ¤H ¥X ‘Á ¥ı¦Ü ±o &ga2.
%mor:   advs sfp vf nn dir dir advf ctc sfp.
*INV:   &la4, ¤£¦p Ëİ &a1, &la4, §Ú’] ¶B¿Í ±a Ê\ ¥h ¾v«¬«Î &a1.
%mor:   ex advs advs sfp ex nnpr vt vt nnpr dir nnloc sfp.
*SIS:   ¦n &aak3.
%mor:   adj sfp.
*INV:   °µ ÉA §A Ëİ Åå &a3 ?
%mor:   vt wh nnpr advi adj sfp.
*INV:   °µ ÉA &li4&li2 Ëİ +...
%mor:   vt wh nnpp advs.
*INV:   &la4, ¥h ¾v«¬«Î &a1.
%mor:   ex dir nnloc sfp.
*INV:   §Ú ·Q +...
%mor:   nnpr vt.
*INV:   §Ú ·Q ¬~ ­Ó ÀY.
%mor:   nnpr vt vt cl nn.
*SIS:   ¦n &a3.
%mor:   adj sfp.
*INV:   &la4, §A ±a Ê\ ¥h õ Ãä ¬~ ÀY.
%mor:   ex nnpr vt nnpr vt det cl vt nn.
*SIS:   §Ú ¦P Ê\ ®Ş ¦n ø ÀY ¥ı.
%mor:   nnpr vt nnpr vt adj cl nn advf.
*INV:   &la4.
%mor:   ex.
*INV:   §A ¦P Ê\ ¤ã ®I ­Ó ÀY.
%mor:   nnpr prep nnpr vt prt cl nn.
*INV:   ¤ã ±o è°è° ­Ú §Ú’] Ú» ¦n ÉN ?
%mor:   vt ctc adj prep nnpr vt adj neg.
*SIS:   ¦n &a3.
%mor:   adj sfp.
*INV:   ©ğ ®I ø ®Ş ¹L ¥h.
%mor:   vt prt cl vt dir dir.
*SIS:   ¼M, Ëİ ¦h ªK ®Ş.
%mor:   ex advi adj cl nn.
*SIS:   ¤@ ªK ®Ş §Ú &ga3.
%mor:   q cl nn nnpr sfp.
*INV:   &o3, ¨ì &li4&li2 ®Ş ÀY &la3.
%mor:   ex vt nnpp vt nn sfp.
*INV:   §Ú À° §A ®Ş &la3, §A ¹L ‘Á &a1.
%mor:   nnpr vt nnpr vt sfp nnpr dir dir sfp.
*CHI:   &e1, ­ø ¦n &la1, °÷ ÄÁ &la3.
%mor:   ex neg adj sfp vi nn sfp.
*CHI:   ¾Ç®Õ # °÷ ÄÁ &la3 !
%mor:   nn vi nn sfp.
*INV:   °÷ ÄÁ °µ ÉAÏ &a3 ?
%mor:   vi nn vt wh sfp.
*INV:   °÷ ÄÁ °µ ø «§ ¦Ü ±o &gaak3 ?
%mor:   vi nn vt cl wh advf ctc sfp.
*CHI:   0.
*INV:   °÷ ÄÁ ­¹ ¶º.
%mor:   vi nn vt nn.
*CHI:   ­ø «Y &ja3:.
%mor:   neg vf sfp.
*INV:   Ëİ °÷ ÄÁ ÉAÏ &a3 ?
%mor:   advs vi nn wh sfp.
*CHI:   °÷ ÄÁ ªğ +...
%mor:   vi nn dir.
*CHI:   ­ø «Y &a3, °÷ ÄÁ &ek3 ¾Ç®Õ &e3 °÷ ÄÁ # &a3.
%mor:   neg vf sfp vi nn ex nn ex vi nn sfp.
*INV:   °÷ ÄÁ «§ &a3 ?
%mor:   vi nn wh sfp.
*INV:   ¤W°ó &a4 ?
%mor:   vi sfp.
*CHI:   «Y &a3.
%mor:   vf sfp.
*INV:   ¤W°ó &la3, ¦n &la3, ¤W°ó &la3, §A ­n # §¤ §C &la3.
%mor:   vi sfp adj sfp vi sfp nnpr vt vi dir sfp.
%com:   The child sits.
*INV:   ¤@ ¨£ ­Ë ¥ı¥Í ­n ÂI &a3 ´ÂÀY¦­ ?
%mor:   q vt ctc nn vt wh sfp advs.
*CHI:   0.
*INV:   ÂI¼Ë &ga3 ­n ?
%mor:   wh sfp vt.
*CHI:   &bin1.
%mor:   xx .
*INV:   ¦Ñ®v ¦­±á, ­ø «Y &a4 ?
%mor:   nn ex neg vf sfp.
*CHI:   ¦Ñ®v ¦­±á.
%mor:   nn ex.
*SIS:   ¨Ä &laak3.
%mor:   adj sfp.
*INV:   ¦P¾Ç ¦­±á.
%mor:   nn ex.
*SIS:   &la4, ¬z§Q ©O ´N ­n °µ ¤@ ±i ¯È &wo3.
%mor:   ex nnpp sfp advf vt vt q cl nn sfp.
*SIS:   §Ú ´N µe ÷ ­Ú §A’] Ú» &ga3 &la3.
%mor:   nnpr advf vt asp prep nnpr vt sfp sfp.
*SIS:   Ëİ ©O, §Ú ´N ­Ú ­Ó ©O ø Ï §A’].
%mor:   advs sfp nnpr advf vd cl det cl nn nnpr.
*INV:   &m3.
%mor:   ex.
*SIS:   Ëİ ¤§«á ©O, §Ú ©O, ´N ¬£ ©O ø ­Ú §A’].
%mor:   advs advs sfp nnpr sfp advf vt det cl prep nnpr.
*INV:   &m3.
%mor:   ex.
*SIS:   ¥ı¥Í ¦Û¤v +...
%mor:   nn rfl.
*SIS:   <µM¤§«á ©O> [>], ¥ı¥Í ©O.
%mor:   advs sfp nn sfp.
*CHI:   <xxx ®Ş ÀY> [<].
%mor:   vt nn.
*SIS:   <´N ·| ­Ú ±i ¯È §A> [>].
%mor:   advf aux vd cl nn nnpr.
*CHI:   <&e2 -, ­ø ¦n, §Ú ©O «× &ga3> [<].
%mor:   ex neg adj nnpr det cl sfp.
*SIS:   <§Ú ´N ¼g ¤@ ­Ó A ï> [>].
%mor:   nnpr advf vt q cl sfp.
*CHI:   <§A ©O «× &ga3> [<].
%mor:   nnpr det cl sfp.
*INV:   ¦n &la1.
%mor:   adj sfp.
*SIS:   <A ÉAÏ ©O> [>] ?
%mor:   wh sfp.
*CHI:   <­Ú §Ú ®Ş ÀY ¥ı> [<].
%mor:   prep nnpr vt nn advf.
*INV:   ­Ú §A ®Ş ÀY.
%mor:   prep nnpr vt nn.
*SIS:   A cow.
*SIS:   ³¾, a bird.
%mor:   nn.
*SIS:   xxx.
*SIS:   ¥ò, ¥ò ¦³.
%mor:   advf advf vf.
*CHI:   ±o &laak3.
%mor:   ctc sfp.
*SIS:   Juice, a window, a, a xxx.
*INV:   0 [=! giggles].
*INV:   ¶Ã ®Í &la3.
%mor:   adj prt sfp.
*SIS:   &em3 ©O, Ëİ ©O, §Ú ©O, ´N ·| ö ©O «× ªo ÷ ø ÃC¦â ­Ú §A’].
%mor:   ex sfp advs sfp nnpr sfp advf aux prep det cl vt asp cl nn prep nnpr.
*SIS:   Ëİ ©O, §Ú ©O, ´N ö ©O «× µe ÷ ±ø ½u, µe ÷ ¤@ ±ø ½u.
%mor:   advs sfp nnpr sfp advf prep det cl vt asp cl nn vt asp q cl nn.
*INV:   ¨ì ®Ş §A õ ­Ó &la3.
%mor:   vt vt nnpr det cl sfp.
*SIS:   ©O «× µe ÷ <¤@ ±ø ½u ï> [>].
%mor:   det cl vt asp q cl nn sfp.
*CHI:   <&e3, &e3, ³Ş> [<].
%mor:   ex ex ex.
*SIS:   Ëİ ¤§«á ©O, §Ú ©O, ´N ·| <ö ©O «×> [>] ªo ÷ ¤@ ±ø Ï.
%mor:   advs advs sfp nnpr sfp advf aux prep det cl vt asp q cl nn.
*CHI:   <¤@»ô ®Ş ÀY> [<].
%mor:   advs vt nn.
*INV:   ¤@»ô ®Ş ÀY.
%mor:   advs vt nn.
*SIS:   §A’] <Ú» ­ø Ú»> [>] ?
%mor:   nnpr vt neg vt.
*INV:   <§A ®Ş ºò> [<] Ãä ­Ó ­Ó ÀY &a3 ?
%mor:   nnpr vt asp wh cl cl nn sfp.
*CHI:   ©O ­Ó.
%mor:   det cl.
*SIS:   µM¤§«á ©O +...
%mor:   advs sfp.
*INV:   §Ú, ©j©j ®Ş ºò Ãä ­Ó ­Ó ÀY &a3 ?
%mor:   nnpr nn vt asp wh cl cl nn sfp.
*SIS:   µM¤§«á ©O.
%mor:   advs sfp.
*INV:   ©j©j ®Ş ºò <&li4&li2 ­Ó ÀY> [>].
%mor:   nn vt asp nnpp cl nn.
*CHI:   <"Barbie" &lo1> [<].
%mor:   nnpp sfp.
*SIS:   <§A’] ©O> [>].
%mor:   nnpr sfp.
*INV:   <§A «Y> [<] "Barbie" «§ ?
%mor:   nnpr vf nnpp sfp.
*SIS:   ´N ·| ©O.
%mor:   advf aux sfp.
*CHI:   ­ø «Y &a3.
%mor:   neg vf sfp.
*INV:   §Ú &wo3, §Ú ®Ş ºò Ãä ­Ó ­Ó ÀY &a1 ?
%mor:   nnpr sfp nnpr vt asp wh cl cl nn sfp.
*SIS:   Ëİ ¤§«á ©O.
%mor:   advs advs sfp.
*CHI:   §A "Barbie" ï.
%mor:   nnpr nnpp sfp.
*SIS:   §A’] ¨â ­Ó ­n ¥X ‘Á »@ ¥ø.
%mor:   nnpr q cl vt dir dir vt vi.
*INV:   ­ø »@ ¥ø §Ú’], §Ú’] ¦n ¦² ï.
%mor:   neg vt vi nnpr nnpr advi adj sfp.
*SIS:   &a3:, &ou1, §A ­n »@ ¥ø.
%mor:   ex ex nnpr vt vt vi.
*SIS:   <§Ö ø> [>].
%mor:   adj com.
*CHI:   <&e2 -. &a1> [<].
%mor:   ex ex.
*SIS:   §A ­n »@ ¥ø.
%mor:   nnpr vt vt vi.
*CHI:   &a1, &a1.
%mor:   ex ex.
*INV:   0 [=! giggles].
*SIS:   §A ­n »@ ¥ø.
%mor:   nnpr vt vt vi.
*INV:   §Ú’] ¦n ¦² &ge3, §Ú’] ­ø »@ ¥ø &ge3.
%mor:   nnpr advi adj sfp nnpr neg vt vi sfp.
*SIS:   ¦¬ ®I §A’] ø Ï ¥ı.
%mor:   vt prt nnpr cl nn advf.
*INV:   Ëİ °I &wo4, ©O ­Ó ¥ı¥Í.
%mor:   advi adj sfp det cl nn.
*SIS:   &la4.
%mor:   ex.
*INV:   ¦n ´c &a3.
%mor:   advi adj sfp.
*CHI:   «Y &a3.
%mor:   vf sfp.
*SIS:   ¥ı¥Í ¤@ °} ©O +/.
%mor:   nn q cl sfp.
*INV:   ­ø ¤W°ó &la3 §Ú’] ¨M©w.
%mor:   neg vi sfp nnpr vt.
*INV:   ¨« &lo3 §Ú’].
%mor:   vi sfp nnpr.
*SIS:   &la4, ©O «× ©O, ©O «× # ¤@.
%mor:   ex det cl sfp det cl q.
*CHI:   ¨« &la3 !
%mor:   vi sfp.
*SIS:   &la4, ©O «× ©O, ¥ı¥Í ´N µe ÷ ¤T ±ø ½u.
%mor:   ex det cl sfp nn advf vt asp q cl nn.
*SIS:   <Ëİ ©O, §A’] ©O> [>].
%mor:   advs sfp nnpr sfp.
*CHI:   <"Barbie" ÀY¾v &a3> [<].
%mor:   nnpp nn sfp.
*SIS:   <´N«Y ©O, ¤J«K ©O> [>].
%mor:   advf sfp nnloc sfp.
*INV:   <«Y &a3, ¦n ªø &a3 §A Ú» úï> [<].
%mor:   vf sfp advi adj sfp nnpr vt prt.
*INV:   <´X ªø ±ø ÀY¾v> [>].
%mor:   advi adj cl nn.
*SIS:   <´N«Y ©O> [<].
%mor:   advf sfp.
*INV:   <xxx> [>].
*SIS:   <xxx> [<].
*INV:   ¾v«¬®v &a3, "Barbie" ­Ó ÀY ®Ş ¦n ¥¼ &a3 ¨s³º ?
%mor:   nn sfp nnpp cl nn vt adj neg sfp advs.
*CHI:   &m2.
%mor:   ex.
*INV:   ªø ­ø ªø &a3 ±ø ÀY¾v ?
%mor:   adj neg adj sfp cl nn.
*CHI:   &e2, &e2, &e2 (scared).
%mor:   ex ex ex.
*SIS:   §Ú ­ø ¨£ ÷ ­Ó ¤ã Ä| Ï.
%mor:   nnpr neg vt asp cl vt nn nn.
*INV:   ö ¦a¤U &a3, ©O «×.
%mor:   vf nnloc sfp det cl.
*SIS:   «Y &wo3, «Y &wo3.
%mor:   vf sfp vf sfp.
%com:   The child's sister picks up the rubber band and gives it to the investigator.
*SIS:   À° Ê\ ¤ã ®I Ä| &a1.
%mor:   vt nnpr vt prt nn sfp.
*INV:   ¦n &la1, ¤ã ­ø ¤ã &a3 ?
%mor:   adj sfp vt neg vt sfp.
*INV:   &li4&li2 ¤ã ­ø ¤ã &a3 ?
%mor:   nnpp vt neg vt sfp.
*SIS:   <Ëİ ¤§«á ©O> [>].
%mor:   advs advs sfp.
*CHI:   <«u–ï> [<].
%mor:   ex.
*INV:   °µ «§ &a3 ?
%mor:   vt wh sfp.
*CHI:   ¶Ã ®Í &la3.
%mor:   adj prt sfp.
*INV:   «§ &a2 ?
%mor:   wh sfp.
*CHI:   ÉN ±o ¤ã Ä| &la3.
%mor:   neg ctc vt nn sfp.
*INV:   ¦³ &gaak3, ü« ‘Á &a1.
%mor:   vf sfp vt sfp sfp.
*INV:   ¤ã µf Ê\ «} ±o &lo1.
%mor:   vt prt nnpr neg ctc sfp.
*INV:   ¤£¦p À° Ê\ ¤ã ±ø ÆKÄ| &lo3.
%mor:   advs vt nnpr vt cl nn sfp.
*CHI:   ¦n &a3.
%mor:   adj sfp.
*INV:   §A ¹L ‘Á À° ¤â &a1.
%mor:   nnpr dir dir vt nn sfp.
*SIS:   &la4, ¥ı¥Í ©O.
%mor:   ex nn sfp.
*SIS:   <´N ¼g ÷> [>].
%mor:   advf vt asp.
*CHI:   <­ø ¦n &la1> [<].
%mor:   neg adj sfp.
*SIS:   <xxx> [>].
*CHI:   <xxx Åå &a3> [<].
%mor:   adj sfp.
*INV:   <§A Åå &a4> [<] ?
%mor:   nnpr vt sfp.
*INV:   §A Åå &a4 ?
%mor:   nnpr vt sfp.
*CHI:   «Y &a3.
%mor:   vf sfp.
*SIS:   Ëİ ©O, <©O ­Ó ©O> [>].
%mor:   advs sfp det cl sfp.
*INV:   <¦³ «§ ¦n Åå &a3> [<] ?
%mor:   vf wh adj vt sfp.
*SIS:   <´N «Y xxx &la3> [>].
%mor:   advf vf sfp.
*INV:   <ÂI¸Ñ §A Åå Ê\ &a3> [<] ?
%mor:   wh nnpr vt nnpr sfp.
*CHI:   &e2 -. §Ú +/.
%mor:   ex nnpr.
*INV:   ¦n ®Ö¬ğ «§ Ê\ ?
%mor:   advi adj sfp nnpr.
*SIS:   <§Ú xxx ¥ı¥Í ©O, ¤µ¤é ©O, ´N ­Ú ¤@ +..> [>].
%mor:   nnpr nn sfp advs sfp advf vd q.
*CHI:   <xxx ¶R ¥ÕÀY¨Ğ ­Ú §Ú &ga3 # ¥i¥H> [<].
%mor:   vt nnpp vd nnpr sfp aux.
*SIS:   ¤@ ­Ó ©O.
%mor:   q cl sfp.
*SIS:   Ëİ ©O, ¹CÀ¸ §A’] ª±.
%mor:   advs sfp nn nnpr vt.
%com:   The child's sister joins the investigator and the child.
*INV:   ¤ã ÆKÄ| ¦n ÉN Ú» &a3 ?
%mor:   vt nn adj neg vt sfp.
*SIS:   ¦nÚ».
%mor:   adj.
*CHI:   ¦n è° &a3 &dza3, ¼M!
%mor:   advi adj sfp sfp ex.
*INV:   ¦³ ÉN ®Ş &a3 ?
%mor:   vf neg nn sfp.
*INV:   §A, §A ¦P Ê\ ®Ş úï ±ø §À &a1.
%mor:   nnpr nnpr prep nnpr vt prt cl nn sfp.
*SIS:   ¦n &a3.
%mor:   adj sfp.
*CHI:   ¦n è° &a3 !
%mor:   advi adj sfp.
*INV:   ¦n è° &a4 ?
%mor:   advi adj sfp.
*CHI:   «Y &a3.
%mor:   vf sfp.
*INV:   ¦n, ´N Ëİ ¤ã ¦í Ê\ &la1 # Ëİ¼Ë.
%mor:   adj advf advs vt asp nnpr sfp advs.
*SIS:   ¼M.
%mor:   ex.
*CHI:   ¦n è° &a3.
%mor:   advi adj sfp.
*INV:   &m4, §A ¤S ¤ã &la1 Ëİ¼Ë.
%mor:   ex nnpr advf vt sfp advs.
*CHI:   ¨â ­Ó # &e3 ¤T ­Ó &wo3.
%mor:   q cl ex q cl sfp.
*INV:   ÂI¼Ë ¨â ­Ó ¤T ­Ó &a3 ?
%mor:   wh q cl q cl sfp.
*CHI:   ¦]¬° &le1 # &aak3.
%mor:   advs sfp sfp.
*INV:   &m2 ?
%mor:   ex.
*CHI:   ¤ã Ä| &ma3.
%mor:   vt nn sfp.
*INV:   &m5.
%mor:   ex.
%com:   The investigator combs the Barbie's hair.
*INV:   «u–ï, Ëİ ¦h ÀY¾v ¥Ï ‘Á &ga2 ?
%mor:   ex advi adj nn verg sfp sfp.
*SIS:   <Ê\ «Y Ëİ &ga3> [>].
%mor:   nnpr vf advs sfp.
*CHI:   "Barbie" &e3 <·| ³Û &ga3> [<].
%mor:   nnpp ex aux vi sfp.
*INV:   "Barbie" ÉN ³Û ¨ì &a3, <­ø ·| ³Û> [>].
%mor:   nnpp neg vi ctc sfp neg aux vi.
*CHI:   <«Y &a3> [<].
%mor:   vf sfp.
*CHI:   "Barbie" ö «× <¯º &a3> [>].
%mor:   nnpp prep cl vi sfp.
*SIS:   <À³¸Ó> [<] ¾ó®Ú &ku1 ¥ı &ge2 ?
%mor:   aux nn vt advf sfp.
*INV:   Ê\ «Y +...
%mor:   nnpr vf.
*INV:   ±o &ga3 &la3.
%mor:   ctc sfp sfp.
*INV:   ´N Ëİ ³£ ±o &ga3 &la3.
%mor:   advf advs advf ctc sfp sfp.
*CHI:   ¼M, ¦n è° &a3.
%mor:   ex advi adj sfp.
*SIS:   ¤@ ¶¡ ©O, ´N ·| ©O, ­Ú ¤@ ±ø ¤j ¾ó®Ú §A ï.
%mor:   q cl sfp advf aux sfp vd q cl adj nn nnpr sfp.
*SIS:   <xxx> [>].
*CHI:   <­Ú §Ú Ú» úï ©O ­Ó> [<].
%mor:   prep nnpr vt prt det cl.
*SIS:   <Ëİ ©O> [>].
%mor:   advs sfp.
*CHI:   <¦n è° &e3> [<].
%mor:   advi adj ex.
*SIS:   <µM¤§«á ©O> [>].
%mor:   advs sfp.
*INV:   <¦n è° &a3> [<].
%mor:   advi adj sfp.
*SIS:   xxx.
*INV:   §Ú ¤S ¦P §A ¤ã Ä| &lo3, §A ¹L ‘Á &a1.
%mor:   nnpr advf prep nnpr vt nn sfp nnpr dir dir sfp.
*CHI:   ¦n &aak3.
%mor:   adj sfp.
%com:   The child comes to the investigator.
*SIS:   &la4, ¾ó®Ú [=! gives the investigator a rubber band].
%mor:   ex nn.
%com:   The child gets frightened.
*CHI:   «u–ï.
%mor:   ex.
*INV:   §A ©ğ ¶} Ê\ &a1, Ê\ Åå &a3.
%mor:   nnpr vt vt nnpr sfp nnpr adj sfp.
*INV:   §A ³U ¦í Ê\.
%mor:   nnpr vt asp nnpr.
*INV:   À½ µf Ê\.
%mor:   vd prt nnpr.
*CHI:   Ëİ è° &ge2 ?
%mor:   advi adj sfp.
*INV:   &m3, ¦P §A ¤ã &la1.
%mor:   ex prep nnpr vt sfp.
*INV:   §A # §¤ ©O «× &a1.
%mor:   nnpr vt det cl sfp.
%com:   The child sits.
*INV:   ¤ã ÉAÏ ¦n &a3 ?
%mor:   vt wh adj sfp.
*CHI:   ¤ã.
%mor:   vt.
*SIS:   "Barbie" õ ­Ó «¬ &a1 &ma3.
%mor:   nnpp det cl nn sfp sfp.
*INV:   Ëİ µu.
%mor:   advi adj.
*CHI:   Ëİ µu.
%mor:   advi adj.
*INV:   <«} «Y &lo1> [>].
%mor:   neg vf sfp.
*SIS:   <xxx> [<].
*CHI:   Ëİ ¯ä &ge2 ?
%mor:   advi adj sfp.
*INV:   <Ëİ ¯ä &ge2> [>] ?
%mor:   advi adj sfp.
*CHI:   <&ek3, &ek3> [<].
%mor:   ex ex.
*INV:   &la4, §A ¦P Ê\ ¤ã ¨ì ¤@¼Ë Ëİ¼Ë ¦n ÉN &a3 ?
%mor:   ex nnpr prep nnpr vt ctc adj advs adj neg sfp.
*CHI:   ­ø ¦n &a1.
%mor:   neg adj sfp.
*CHI:   &e1, &e1, ©O «× «§ &a3 ?
%mor:   ex ex det cl wh sfp.
*INV:   ©O «× °µ «§ &a3 ?
%mor:   det cl vt wh sfp.
*INV:   ·l ÷ «Y «} &a3 ?
%mor:   verg asp vf neg sfp.
*CHI:   «Y &a3.
%mor:   vf sfp.
*INV:   §A °µ ÉA ¤S ·l ÷ &a3 §A ©O «× ?
%mor:   nnpr vt wh advf verg asp sfp nnpr det cl.
*SIS:   ­ø ª¾ &o3.
%mor:   neg vt ex.
*INV:   «Y «} ¦³ Ï «r &a3 ?
%mor:   vf neg vf nn vt sfp.
*INV:   ¦³ °A &a4 ?
%mor:   vf nn sfp.
*INV:   ÂI &a3 ?
%mor:   wh sfp.
*INV:   ÂI¼Ë ¤ã &a3 §A ­Ó ÀY ?
%mor:   wh vt sfp nnpr cl nn.
*CHI:   §Ú ³£ &a3, «Y ©O «× &a3.
%mor:   nnpr advf sfp vf det cl sfp.
*INV:   §A ³£ ¦³ &a4 ¤S «Y ?
%mor:   nnpr advf vf sfp advf vf.
*INV:   «Y &wo3, ¦³ ´X ¦h ²É &a3 ?
%mor:   vf sfp vf wh adj cl sfp.
*CHI:   ¨â ²É &a3, &e2 - .
%mor:   q cl sfp ex.
*INV:   ÂI¤î &a3, ¤@ ²É, ¨â ²É, ¤T ²É &a3 ¦³.
%mor:   advf sfp q cl q cl q cl sfp vf.
*CHI:   ©O «× &a3.
%mor:   det cl sfp.
*INV:   «Y «} ¦n ²ª &a3 ?
%mor:   vf neg advi adj sfp.
*CHI:   «Y &a3.
%mor:   vf sfp.
*SIS:   <©j©j ²ª> [>].
%mor:   nn adj.
*INV:   <xxx ÉN &la1> [<].
%mor:   neg sfp.
*INV:   ©j©j ÉN &a3.
%mor:   nn neg sfp.
*CHI:   ö Ãä«× &a3 ?
%mor:   vf wh sfp.
*INV:   ÉN &a3 §Ú, §A İ¯ ³£ ÉN &a3.
%mor:   neg sfp nnpr nnpr vt advf neg sfp.
*INV:   ÉN &a3.
%mor:   neg sfp.
*CHI:   ¦³, ©O «× &a1.
%mor:   vf det cl sfp.
*INV:   ©O «× - ?
%mor:   det cl.
*INV:   ©O «× # ¾¥ ‘Á &ga3.
%mor:   det cl nn sfp sfp.
*CHI:   ¾¥.
%mor:   nn.
*INV:   «Y &a3.
%mor:   vf sfp.
*SIS:   Ê\ ³£ ¦³ ¾¥.
%mor:   nnpr advf vf nn.
*INV:   ÉN &a3.
%mor:   neg sfp.
*SIS:   <Ê\> [>] ¸} ¦³ &a3.
%mor:   nnpr nn vf sfp.
*CHI:   <&ai1> [<].
%mor:   ex.
*INV:   §A ¸} ¤S ¦³.
%mor:   nnpr nn advf vf.
*INV:   ¼M, Ëİ µR§Q &ge2 «r ±o - ?
%mor:   ex advi adj sfp vt ctc.
*INV:   µh ­ø µh &ga3 ?
%mor:   adj neg adj sfp.
*CHI:   µh &a3.
%mor:   adj sfp.
*CHI:   xxx &a3.
%mor:   sfp.
*CHI:   §Ú ©O «× ¦n µh &a3.
%mor:   nnpr det cl advi adj sfp.
*SIS:   ¬y <¦å &a3> [>].
%mor:   vt nn sfp.
*INV:   <§A> [<] õ «× µh &a4 ?
%mor:   nnpr det cl adj sfp.
*INV:   §A «Y «} # ¾ã ·l ÷ &a3 ?
%mor:   nnpr vf neg vt verg asp sfp.
*CHI:   «Y &a3, §Ú +/.
%mor:   vf sfp nnpr.
*SIS:   §Ú’] ¦³ «§ # «§ &ji3 # ´Ú ³£ ¦³ ï.
%mor:   nnpr vf wh wh ex nn advf vf sfp.
*INV:   Ëİ ±o·N &ge2 ­Ó ½¦¥¬.
%mor:   advi adj sfp cl nn.
*SIS:   ¦³ ¶ê°é &la1, ¥ò ¦³ ¥¿¤è§Î &ge3.
%mor:   vf nn sfp advf vf nn sfp.
*INV:   &m3.
%mor:   ex.
*CHI:   ¦n ²ª.
%mor:   advi adj.
*CHI:   ª¨ª¨ À° §Ú &lim4 &ge2 ?
%mor:   nn vt nnpr vt sfp.
*INV:   &m3.
%mor:   ex.
*SIS:   ¥ò +...
%mor:   advf.
*SIS:   ´N ±ğ «Y ­n # ¤ã Ãä ø &a3 ?
%mor:   advf advf vf vt vt wh cl sfp.
*SIS:   ¤ã ¦n¦ü "Barbie" ÀY¥ı õ ­Ó «¬ Ëİ¼Ë ¦n ÉN &a3 ?
%mor:   vt advs nnpp advs det cl nn advs adj neg sfp.
*CHI:   §Ú À° §A ®Ş ÀY &a3.
%mor:   nnpr vt nnpr vt nn sfp.
*INV:   <¦n &a1> [>].
%mor:   adj sfp.
*CHI:   <«u–ï> [<], ®Ş «K &e3 # &e3 ¦³ ÀY¾v &a3.
%mor:   ex vt cl ex ex vf nn sfp.
*SIS:   ­ø ºò­n &la1.
%mor:   neg adj sfp.
*INV:   ­ø ºò­n &la1, À° §Ú ®Ş.
%mor:   neg adj sfp vt nnpr vt.
*INV:   ®Ş ¦n ø &wo3, ­ø ¦n ®Ş ¨ì &kiu2 ®Í ¥X ‘Á.
%mor:   vt adj com sfp neg adj vt ctc vi prt dir dir.
*SIS:   0 [=! giggles].
*SIS:   Ú» úï.
%mor:   vt prt.
*CHI:   ®Ş ©O ø &a1.
%mor:   vt det cl sfp.
*SIS:   ¦n ®Ö¬ğ.
%mor:   advi adj.
*INV:   &i4&a4, Ëİ §A ­ø ¦n Ëİ ¦P §Ú ®Ş &la1.
%mor:   ex advs nnpr neg adj advs prep nnpr vt sfp.
*INV:   ®Ş ©O ø &a4 ?
%mor:   vt det cl sfp.
*INV:   ÂI¼Ë ?
%mor:   wh.
*INV:   ¥Î õ §â ®Ş ®Ş &a4 ?
%mor:   vt det cl nn vt sfp.
*CHI:   &m2 ?
%mor:   ex.
*SIS:   ¦Ó®a °µ ¥ı¥Í õ ø ¥ı &a1.
%mor:   advs vt nn det cl advf sfp.
*SIS:   <¤@ °} ¶¡ ®Ş> [>].
%mor:   q cl nn vt.
*INV:   <®Ş ±o ¦n> [<] ÉN &a3 ?
%mor:   vt ctc adj neg sfp.
*INV:   <®Ş §¹> [>] +/.
%mor:   vt advm.
*CHI:   <¦n è° &a3> [<].
%mor:   advi adj sfp.
*INV:   &m3, «Y &la3, ­ø¸Ó ®Í.
%mor:   ex vf sfp vt prt.
*INV:   &m3.
%mor:   ex.
*SIS:   xxx.
*INV:   ¶Ã ÷, «Y «} &a3 ?
%mor:   adj asp vf neg sfp.
*SIS:   ¶^ ÷ ¸¨ ‘Á.
%mor:   verg asp dir dir.
*SIS:   &m4.
%mor:   ex.
*INV:   §Ú’] ¤T ­Ó Ãä ­Ó ³Ì ªø ÀY¾v &a3 ?
%mor:   nnpr q cl wh cl advi adj nn sfp.
*SIS:   §A.
%mor:   nnpr.
*INV:   §Ú &a4 ?
%mor:   nnpr sfp.
*INV:   ³Ì µu ÀY¾v ©O ?
%mor:   advi adj nn sfp.
*INV:   «Y Ãä ¤@ ­Ó &a3 ?
%mor:   vf wh q cl sfp.
*SIS:   Ê\ &a3 [=! points at the child].
%mor:   nnpr sfp.
*SIS:   0 [=! laughs].
*CHI:   ¦n ®Ö¬ğ.
%mor:   advi adj.
*CHI:   0 [=! laughs].
*INV:   Ëİ # ®Ş µf ¦n Ê\ &la1 ¦n ®Ö¬ğ ´N.
%mor:   advs vt prt adj nnpr sfp advi adj advf.
%com:   The child and her sister laugh.
*CHI:   ªø ÀY¾v &ga3.
%mor:   adj nn sfp.
*INV:   «Y &la1.
%mor:   vf sfp.
*INV:   «u–ï.
%mor:   ex.
*SIS:   «u–ï.
%mor:   ex.
*INV:   ±o &saak3.
%mor:   ctc sfp.
*SIS:   &e4, ¥¼ ±o, ¥¼ ±o.
%mor:   ex neg ctc neg ctc.
*INV:   §A Ëİ¼Ë.
%mor:   nnpr advs.
*INV:   ¦n ÉN &a3 ?
%mor:   adj neg sfp.
*INV:   ©j©j À¹ ­Ó ÀY&ku1 ¦n ÉN &a3 ?
%mor:   nn vt cl nn adj neg sfp.
*SIS:   ¦n.
%mor:   adj.
%com:   The child's sister puts on a hair band on the investigator 's head.
